检查层级,样本ID,自动状态,问题类型,原视频,给定文本,待查词,建议跳转秒,自动起点秒,自动终点秒,对齐分数,人工判定,修正起点秒,修正终点秒,审查者,审查日期,备注
异常点,-wny0OAz3g8$_$5,REVIEW,low_face_coverage,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",,,,,,,,,,,
异常点,-wny0OAz3g8$_$5,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\5.mp4,"This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant",,5.5,6.0,,,,,,,,
整段,-wny0OAz3g8$_$7,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,,,,,,,,,,,
异常点,-wny0OAz3g8$_$7,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\7.mp4,Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent,,0.4,0.9,,,,,,,,
整段,-wny0OAz3g8$_$9,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",,,,,,,,,,,
异常点,-wny0OAz3g8$_$9,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",He,0.0,0.0803,0.3815,0.001,,,,,,
异常点,-wny0OAz3g8$_$9,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",,0.0,0.5,,,,,,,,
异常点,-wny0OAz3g8$_$9,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-wny0OAz3g8\9.mp4,"He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more",,5.3,5.8,,,,,,,,
整段,-yRb-Jum7EQ$_$1,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",,,,,,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",and,6.462,6.9623,7.0824,0.0047,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",and,7.903,8.4028,8.5429,0.0049,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",shows,17.086,17.5859,17.6859,0.007,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",the,18.586,19.0864,19.1464,0.0023,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",nuclear,18.686,19.1864,19.3265,0.0768,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",including,22.568,23.0677,24.008,0.0298,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",its,27.109,27.6092,27.7093,0.0385,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",to,27.709,28.2094,28.2895,0.004,,,,,,
异常点,-yRb-Jum7EQ$_$1,REVIEW,possible_face_switch,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\1.mp4,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",,6.1,6.6,,,,,,,,
整段,-yRb-Jum7EQ$_$5,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",,,,,,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",Yesterday,0.0,0.1202,0.4809,0.0815,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",lost,0.983,1.4828,1.7433,0.018,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",terrorist,4.349,4.8491,5.31,0.0991,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",by,6.133,6.6325,6.7327,0.0056,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",the,6.934,7.434,7.5342,0.0539,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",students,7.094,7.5943,8.1554,0.0484,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",of,7.695,8.1954,8.2956,0.0009,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",by,8.717,9.2174,9.2975,0.0102,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",who,9.338,9.8385,9.8986,0.0022,,,,,,
异常点,-yRb-Jum7EQ$_$5,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\5.mp4,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",a,10.641,11.141,11.161,0.0229,,,,,,
整段,-yRb-Jum7EQ$_$6,REVIEW,文本/音画/目标人物总核对,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",,,,,,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",the,0.242,0.7415,0.8216,0.0127,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",needs,0.542,1.0421,1.1623,0.0026,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",with,1.284,1.7836,2.004,0.0051,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",is,6.614,7.1143,7.1944,0.0035,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",of,9.961,10.461,10.5011,0.0718,,,,,,
异常点,-yRb-Jum7EQ$_$6,REVIEW,low_ctc_confidence,D:\第二十三届中国研究生数学建模竞赛 - 中文题目\中文题目\E题\工程\data\raw\extracted\E题数据\附件1-数据集原始多模态样本\MOSEI数据集部分原始视频-100条\-yRb-Jum7EQ\6.mp4,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",terrorism.,10.021,10.5211,11.0021,0.0205,,,,,,
